,url,title,comment
31,https://www.youtube.com/watch?v=p5pI8UZZfes,My Tesla Turo Review After 100 Users | I'm Out and Here's Why - YouTube,"Great review Ryan, for me it would not be worth the headache."
32,https://www.youtube.com/watch?v=p5pI8UZZfes,My Tesla Turo Review After 100 Users | I'm Out and Here's Why - YouTube,Thank you for this video! I’ve always thought about renting my Tesla Turo after I purchase my next car. This has definitely helped me make my decision!
33,https://www.youtube.com/watch?v=p5pI8UZZfes,My Tesla Turo Review After 100 Users | I'm Out and Here's Why - YouTube,Thank you so much for sharing your experience with Turo.
34,https://www.youtube.com/watch?v=p5pI8UZZfes,My Tesla Turo Review After 100 Users | I'm Out and Here's Why - YouTube,"Sounds exactly like my experience m, my brother and I have 30 cars in our Turo fleet. It’s a ton of work but it’s fun when all the cars are Rentee out. I definitely underestimated the  sheer stupidity of the general public renting cars. They don’t read and complain about the things they didn’t read. Omg. 1 year in, a few hundred rentals, I’ll keep at it. Just had one car totaled but Turo did pay it off which was nice. Thought I was gonna still be on the hook for the difference"
35,https://www.youtube.com/watch?v=p5pI8UZZfes,My Tesla Turo Review After 100 Users | I'm Out and Here's Why - YouTube,"i considered getting a couple of cheap barely qualifying cars to do turo.  upon some researach, dealing with scummy people in vegas was red flags galore to start.  maintainence wasnt so much an issue, as i can fix them myself.  but when i would look at the prices customers pay, and so on, I just didnt see it as profitable.  turo is best if you have a second car that sits a lot, its paid off, and let it make a few bucks for ya...enough to say use that older second car to make the payments on your newer car."
36,https://www.youtube.com/watch?v=p5pI8UZZfes,My Tesla Turo Review After 100 Users | I'm Out and Here's Why - YouTube,"I thought you were more than balanced with your Turo review, Ryan. You obviously went the extra mile (sorry about the pun) to maintain your fleet and provide excellent customer service. Unfortunately, I agree with many of the posts here: some renters (hopefully a very small number) don't care about returning anything they rent -- cars, tools, you name it -- in decent or original condition. And not surprisingly, nagging, complaining and lying are their MOs."
37,https://www.youtube.com/watch?v=p5pI8UZZfes,My Tesla Turo Review After 100 Users | I'm Out and Here's Why - YouTube,"Thanks for sharing your experience! It doesn’t seem worth it for anyone. Plus, Hertz and other car rentals are buying up Teslas, so pretty soon it won’t be a unique enough experience to attract renters away from the traditional guys."
38,https://www.youtube.com/watch?v=p5pI8UZZfes,My Tesla Turo Review After 100 Users | I'm Out and Here's Why - YouTube,"Such a good detailed and insightful video, thanks!"
39,https://www.youtube.com/watch?v=p5pI8UZZfes,My Tesla Turo Review After 100 Users | I'm Out and Here's Why - YouTube,anyone: how do you feel about utilizing your personal vehicle as a robotaxi once FSD is developed for this purpose?
40,https://www.youtube.com/watch?v=YoetHw8P-2o,NEW Tesla MOTORS are Here | Hairpin Model 3/Y Motors Explained - YouTube,"I love your Videos, cause you explain the complicated things very understandable "
41,https://www.youtube.com/watch?v=YoetHw8P-2o,NEW Tesla MOTORS are Here | Hairpin Model 3/Y Motors Explained - YouTube,"I believe, during Investor Day - the presentation you referenced, they demonstrated how (using custom software and enhanced computational approaches) they've further improved the magnetic efficiency of the motor. So, while the hairpin design and increased copper fill factor allow for less weight (remove 20% of previous materials and keep the same power output) this factor alone probably doesn't represent the full contribution to enhancement. I think the software control of these magnetic fields is doing a lot of good."
42,https://www.youtube.com/watch?v=YoetHw8P-2o,NEW Tesla MOTORS are Here | Hairpin Model 3/Y Motors Explained - YouTube,"It's interesting to see that Lucid Motors have been using these more efficient, but I assume more expensive, hairpin motors from the beginning, while Tesla opted to use the less advanced wire motors. In my opinion this was possible for Lucid because they chose to focus entirely on luxury which affords them the leeway to use more expensive components."
43,https://www.youtube.com/watch?v=YoetHw8P-2o,NEW Tesla MOTORS are Here | Hairpin Model 3/Y Motors Explained - YouTube,"Both VW and Lucid are already doing this. It was in R&D to insure good temperature and efficiency to create good range and performance. For Lucid, check their YouTube channel on their Tech Talks. There is a lot that can be learned there on the engineering and design on the Air."
44,https://www.youtube.com/watch?v=YoetHw8P-2o,NEW Tesla MOTORS are Here | Hairpin Model 3/Y Motors Explained - YouTube,"Padme Amidala was a Mandalorian bounty hunter. She was known for her daring feats and skill with a blaster. But today, she had a diferent mission. She was looking for her hairpin, which had fallen into the engine of her Tesla Why."
45,https://www.youtube.com/watch?v=YoetHw8P-2o,NEW Tesla MOTORS are Here | Hairpin Model 3/Y Motors Explained - YouTube,"These motors are liquid cooled with pumped coolant like in a gasoline engine, I reckon the coolant should be liquid Nitrogen to make the magnets super conducting."
46,https://www.youtube.com/watch?v=YoetHw8P-2o,NEW Tesla MOTORS are Here | Hairpin Model 3/Y Motors Explained - YouTube,Who did notice this at 9:59 . Dont think I want that motor!
47,https://www.youtube.com/watch?v=YoetHw8P-2o,NEW Tesla MOTORS are Here | Hairpin Model 3/Y Motors Explained - YouTube,"Not an expert, alas.

I may be wrong, but I am under the impression that Tesla uses permanent magnets in high efficiency/low power motors, while high-power, low efficiency motors are induction designs, and it's in induction motors that you will find hairpin stators. If that is correct (please do correct me, readers), then Tesla's improved permanent magnets with no rare earths are a completely separate innovation. And by far, the more impressive innovation. Hairpin stators are not new. Tesla's improved permanent magnets are. That is one innovation that will make competitors sweat bullets. I doubt they will know how to pull that off."
48,https://www.youtube.com/watch?v=YoetHw8P-2o,NEW Tesla MOTORS are Here | Hairpin Model 3/Y Motors Explained - YouTube,So Porsche pioneered and commercialized the hairpin design? Publicly Tesla will take credit and be showered with accolades. A double standard? Why not give credit where credit is due? Could it be that league leading Tesla is copying other engineers technologies? Legacy gets bashed quite a bit but they too are not standing still.
49,https://www.youtube.com/watch?v=xvM2VuP_JRo,Tesla Model Y SR (2023) - Erfahrungsbericht zu Bestellung & Auslieferung - YouTube,Hi. Wie ist die Leistung? Ist der wagen spritzig genug? Ich konnte bisher leider keinen MY SR fahren nur den LR oder Performance.
50,https://www.youtube.com/watch?v=rkTK-SK7GGg,2023 Tesla Model 3 One Month Later - Is the Cheapest Tesla Worth it?? - YouTube,Quick question - Model 3 or Model Y??
51,https://www.youtube.com/watch?v=rkTK-SK7GGg,2023 Tesla Model 3 One Month Later - Is the Cheapest Tesla Worth it?? - YouTube,"Recently got my base model3 with the 19” rims like yours, but all black and got tint, and I have the black colored insides looks amazing. Such a delightful and smooth experience driving the M3."
52,https://www.youtube.com/watch?v=rkTK-SK7GGg,2023 Tesla Model 3 One Month Later - Is the Cheapest Tesla Worth it?? - YouTube,"The suspension is supposed to be upgraded to a much more comfortable version for all 2023 Model 3 and Model Y's, perhaps that's why you don't find it that bad :)"
53,https://www.youtube.com/watch?v=rkTK-SK7GGg,2023 Tesla Model 3 One Month Later - Is the Cheapest Tesla Worth it?? - YouTube,Great video man! I've heard the Tesla Model 3 is a great car. Thanks for the video and keep up the great work on your videos
54,https://www.youtube.com/watch?v=rkTK-SK7GGg,2023 Tesla Model 3 One Month Later - Is the Cheapest Tesla Worth it?? - YouTube,Did the $250 deposit this past Saturday night and am picking it up TOMORROW!!! All done in 1 week  also bought on a “whim” due to price drops and tax credit.
55,https://www.youtube.com/watch?v=rkTK-SK7GGg,2023 Tesla Model 3 One Month Later - Is the Cheapest Tesla Worth it?? - YouTube,"I just took delivery of my Model 3 RWD and I charge it up to 100% about once or twice a week.

The reason for this is because we are currently experiencing extreme weather and I am preparing for massive power outages. Once summer comes around I will likely just charge to 90% weekly and 100% monthly to recalibrate the range. (I work from home)"
56,https://www.youtube.com/watch?v=rkTK-SK7GGg,2023 Tesla Model 3 One Month Later - Is the Cheapest Tesla Worth it?? - YouTube,Personally do not like any form of screens in cars they are too distracting and after time suffer more issues than having switches. A phone mount and your phone does the same “interactivety” stuff and won’t be out of date in a few years
57,https://www.youtube.com/watch?v=rkTK-SK7GGg,2023 Tesla Model 3 One Month Later - Is the Cheapest Tesla Worth it?? - YouTube,Is it true that a IF your blocked in by criminals your Tesla WON'T let you crash into a car to save your life?
58,https://www.youtube.com/watch?v=rkTK-SK7GGg,2023 Tesla Model 3 One Month Later - Is the Cheapest Tesla Worth it?? - YouTube,Couldn’t pay me to own a Tesla. So many better cars are available.
59,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,I am a little surprised that the normal bz4x charging is to 80%. Not as bad as during the 1000km test. So the May update should be interesting to see the improvements on the bz4x.
60,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,Too bad the American version of the Bz4X AWD has an even slower charging battery. That makes throttled charging even worse.
61,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,With the Ariya I'm driving I mostly beating other colleagues (id4's ix3 and kona-e) on the longer drives. Flat and constant charging curves just simply is a more suitable solution on a day to day base.
62,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,Seems like a poor charge with the Model Y. I think my 3 does a little better in the 50-70% range
63,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,"But I don't understand why they would throttle after a certain amount of charging, I've never heard of another automaker doing that on purpose."
64,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,"Warranty 1 Million kilometers? 
Given the 1000 km challenge, driving 1 Million kilometers should take ca. 600 days when driving 24/7, right?
With 8 hours driving per day, that's like 5 years."
65,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,What does the warranty actually say?
66,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,Hello is it better to charge your car with simple charger or  home install charger and how does it work?
67,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,"Toyota EVs are so uncompetitive. ABC, always be catching up."
68,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,"The slow charging is one thing, but then you throw the bad efficiency on top of that and it's just a mess for Toyota. 

That makes the Model Y around twice as fast when measuring in miles/minute, or even more vs the cold-gated Toyota charge curve."
69,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,"The one benefit I imagine comes from HVAC stealing power from the BMS during charging is when the battery is below freezing temperatures. Charging quickly with frozen batteries causes degredation, so a dump load that reduces or prevents charging until the batteries are not under a temp limit is good. But i dont understand why this would apply to a slightly tepid battery and no thermal management action."
70,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,toyota has million kilometer warranty? what?
71,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,"The throttled speed is way too slow and it drops down way too fast. Id much rather see 40kw flat til 80%, just like it's a Zoe. 20kw at 60% just isn't acceptable."
72,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,Toyota is just 10 years behind. We just have to accept that.
73,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,Never buy tech with a promise of future updates
74,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,Basically get a Tesla
75,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,"Elon ownage as usual!
Tesla ftw"
76,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,"Mister Green had always been prout of his Toyota B27litreV12. It was a beautiful car, with sleec lines and a powerful engine that roared to life whenever he turned the key. But lately, Mister Green had noticed thad his fuel economy wasn't what it used to be. He was spending more and more money on gas, and he knew that he needed to do something about idt."
77,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,I am surprised how slow the best selling Tesla charges for a car that is supposed to be 5 years ahead of the competition. 
78,https://www.youtube.com/watch?v=31oQhI2jj5w,Toyota bZ4X throttled charging test vs Tesla Model Y - YouTube,underrated youtuber...
79,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Superb, astept acum conditii perfecte pentru electrice (sper ca prin aprilie / mai) sa refaceti testul :) Astept cu nerabdare. Succes in tot ceea ce faceti :)"
80,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube",Absolut incredibil acest video. Felicitari tuturor participantilor!
81,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Interesant testul, caterincă maximă pe drum:))
La testul de vară poate ajung și eu cu un Peugeot e-2008.Bafta!"
82,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Foarte interesant testul, felicitări pt munca depusă! Interesant ca la viteza mică Tesla LR și 3 si Y e mai eficient decât Tesla SR. Iar la viteza mai mare SR e mai eficient dar nu cu mult. Nu ma așteptam la asta!"
83,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube",Felicitări pentru adunare! Aștept și testul de vară! 
84,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Super testul! Mereu m-am intrebat,nici unul dintre constructorii electricelor nu au gandit sa puna o pedala suplimentara mai mica pt piciorul stang,ca cea de frana ”de mana”  ,pt functia de recuperare a energiei de franare,macar in doua trepte.Cred ca era mai usor de actionat decat padelele de la volan(unele modele chiar nu au nici padele la volan)"
85,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Super testul, mi se pare cel mai interesant pentru cine vrea sa achizitioneze o electrica, asa fiecare separat e subiectiv."
86,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Felicitări pentru organizare 
Foarte bun testul"
87,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","20:42 acel consum îl aveam cu i3 ul la 150km/h:)
Am făcut test de la Snagov pana la București:)"
88,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Va salut cu respect, domnilor! Foarte frumos si util acest clip, cel putin pentru cei interesati si fani electrice(daca nu si posesori). Daca intr-adevar va exista un astfel de test si in sezonul de vara, cred ca ar fi epic si ar ramane in istorie, daca o drona ar filma toata coloana de electrice la drum. Poate vor mai veni si alte modele, gen Model X de la Tesla, Plaid, chiar si alte modele non Tesla. Eu unul, cred ca ar fi minunata privelistea cu o astfel de coloana de masini electrice, privita de sus(si cred ca nu numai eu). "
89,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Cu noile preturi la Model Y, a devenit mai appealing pt toti, totusi se pierde ceva range, cum jantele influenteaza asa mult consumul, ar fi interesant sa participe si un Model Y cu jante de Model 3."
90,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Bravo domnilor! Foarte interesant!
Dacă doriți un Ioniq de 38 , pentru viitorul test, aveți un voluntar în persoana  mea."
91,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube",Cu CONFIRMAREA colegului cu Y îmi iau și eu crossclimate…nu știam ca exista 
92,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube",Super caravana...acum rămâne de văzut dacă acceptă Bjorn invitația 
93,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Felicitari pentru test, dublu like din partea mea!"
94,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Felicitari pentru test! Super tare! Sunt curios daca au fost lasate peste noapte in conditii similare, gen toata lumea afara sau toata lumea la dos si daca au stat toate la incarcat peste noapte sau nu. Ca pot exista diferente de consum si de la temperatura bateriei. Fain consum a scos model Y LR si la viteza de autostrada ! :D"
95,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Este adevărat că deținătorii de automobile Tesla au fost anunțați că începând cu data de 09.03.2023 încărcarea la superchargerele din România va fi contracost? Este doar o curiozitate, eu deținând un Opel Corsa Electric.
Deasemenea aș vrea să văd, asta dacă aveți posibilitatea să faceți un astfel de test și cu mașini mai de buget, mai de săraci ca să zic așa."
96,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube",Chiar aveam intrebari enorme in legatura cu model 3 si Y sunt indecis si acum sunt si mai bine pus la punct cu decizia
97,https://www.youtube.com/watch?v=07jh9a64eio,"Range comparison Tesla Model 3, Tesla Model Y, BMW iX3, Skoda Enyak and Hyundai Kona - YouTube","Era bine sa pui si temperatura undeva, deasemenea cred ca ceva subtitrari in engleza ar putea sa duca vizibilitatea si prin afara pentru ca testul este unu relevant pentru oricine. In rest, multumim mult pentru efort."
